user_detail_id,first_name,last_name,gender,age,username,password,email,phone_number,address
298,Wardaya,Mayasari,F,42,wardaya143,rie1H+5n&K,wardaya.mayasari@yahoo.com,+62 (78) 677-8732,"Jl. Antapani Lama No. 849, Sabang, Gorontalo 20332"
299,Hilda,Prasetya,M,57,prasetya251,p(z2#DoC#$,hilda.prasetya@yahoo.com,+62 (271) 991-6453,"Jl. Kebonjati No. 84, Kota Administrasi Jakarta Barat, Papua 58067"
300,Mulya,Prasetyo,F,32,mulya150,^2qT+LM#d&,mulya.prasetyo@yahoo.com,+62 (075) 771-3148,"Gg. Ciumbuleuit No. 10, Dumai, BA 70498"
301,Bakidin,Agustina,M,28,agustina743,wNEc66Ul(8,bakidin.agustina@yahoo.com,+62-0854-732-0787,"Gg. Kiaracondong No. 3, Pekanbaru, LA 62274"
302,Mursita,Saefullah,M,39,saefullah505,%3CTsCJvzE,mursita.saefullah@gmail.com,+62-055-593-8031,"Jalan Kutisari Selatan No. 32, Dumai, BT 63231"
303,Amalia,Siregar,F,44,siregar577,$m3_Fv8_eC,amalia.siregar@gmail.com,+62-890-520-6152,"Gang Gardujati No. 922, Pariaman, Kalimantan Timur 90828"
304,Laras,Laksmiwati,F,31,laras584,%o27PDqCm1,laras.laksmiwati@hotmail.com,(0912) 069 8047,"Gang Jakarta No. 6, Tegal, Nusa Tenggara Barat 95224"
305,Maman,Permata,M,32,permata730,^Z(vLI)e6P,maman.permata@hotmail.com,+62-0068-069-7109,"Jl. Kebonjati No. 53, Pekalongan, YO 10888"
306,Lanang,Kuswoyo,M,38,lanang678,#!2Zz&ws9Z,lanang.kuswoyo@yahoo.com,(010) 951 8699,"Gang Ahmad Yani No. 1, Kota Administrasi Jakarta Utara, MU 82002"
307,Dalima,Maulana,F,42,dalima957,*)C5PmSG9U,dalima.maulana@hotmail.com,+62-898-180-4584,"Gang Rajawali Barat No. 90, Singkawang, Sulawesi Selatan 70989"
308,Ajeng,Prayoga,F,40,prayoga469,4zy6C1glj&,ajeng.prayoga@hotmail.com,+62-0808-949-8532,"Gang Cikutra Timur No. 886, Tangerang, Aceh 30688"
309,Sabar,Suryono,F,37,sabar445,!z_n1Sn^gz,sabar.suryono@yahoo.com,+62 (0484) 035 1510,"Jalan Stasiun Wonokromo No. 2, Serang, Nusa Tenggara Timur 37545"
310,Ganda,Namaga,F,29,namaga924,&7bYQNFz91,ganda.namaga@hotmail.com,(056) 928 6902,"Gg. Kebonjati No. 291, Tomohon, PB 94908"
311,Dadi,Lestari,F,27,dadi583,xV%9WId(@+,dadi.lestari@hotmail.com,(0396) 665-7912,"Gang Raya Setiabudhi No. 1, Manado, PB 63479"
312,Zulaikha,Budiman,F,37,budiman562,+DhJgJ*lA5,zulaikha.budiman@gmail.com,(0690) 631 1994,"Jl. Surapati No. 227, Surabaya, MU 38844"
313,Eko,Pranowo,F,50,eko14,)6U2S#xd#6,eko.pranowo@yahoo.com,+62 (087) 327 4463,"Jl. Stasiun Wonokromo No. 4, Bekasi, Kalimantan Tengah 29576"
314,Prayoga,Hardiansyah,F,65,prayoga937,ps3*Drfr_@,prayoga.hardiansyah@yahoo.com,+62 (042) 883-2943,"Jalan Rumah Sakit No. 7, Kupang, Sumatera Selatan 52707"
315,Oskar,Nababan,F,36,oskar42,(&Fi2Fqbiw,oskar.nababan@hotmail.com,+62 (058) 670 2259,"Jalan Cihampelas No. 94, Medan, Nusa Tenggara Timur 15682"
316,Natalia,Handayani,M,46,natalia274,6jobQBDl@+,natalia.handayani@hotmail.com,+62 (090) 568 9993,"Jalan Cikutra Barat No. 9, Palu, DI Yogyakarta 51107"
317,Michelle,Setiawan,M,49,setiawan22,rd_F0LxB6g,michelle.setiawan@yahoo.com,+62 (0828) 661-2290,"Jl. Abdul Muis No. 09, Tual, GO 46179"
318,Vanesa,Haryanto,M,41,haryanto268,@74rRm^L_@,vanesa.haryanto@gmail.com,+62 (00) 896 1868,"Gg. Jakarta No. 105, Batu, KI 69365"
319,Eko,Dabukke,M,27,dabukke652,^gz3RGRqmj,eko.dabukke@yahoo.com,+62-0596-769-2643,"Jalan Raya Setiabudhi No. 952, Banjarmasin, AC 17704"
320,Kartika,Samosir,F,18,kartika756,S$37W)zKiH,kartika.samosir@yahoo.com,084 032 5926,"Jl. Dipenogoro No. 07, Magelang, Sulawesi Selatan 22256"
321,Bakiadi,Handayani,F,29,bakiadi437,+2XMHXDsy_,bakiadi.handayani@yahoo.com,+62 (0199) 070 2554,"Jalan Sadang Serang No. 3, Binjai, Kepulauan Riau 22974"
322,Baktiono,Situmorang,F,21,situmorang980,%nAZmmm^t5,baktiono.situmorang@hotmail.com,+62-003-089-1236,"Jl. Jakarta No. 61, Cilegon, BT 30786"
323,Najam,Firmansyah,M,52,firmansyah286,!2DntRBuS(,najam.firmansyah@gmail.com,0888093710,"Gang Sentot Alibasa No. 014, Denpasar, JI 61055"
324,Yuliana,Maryati,M,31,maryati924,%O62Lglp)#,yuliana.maryati@gmail.com,0865195486,"Jl. Wonoayu No. 606, Banda Aceh, Kepulauan Bangka Belitung 89344"
325,Qori,Yuniar,M,36,qori946,@dN!T5a570,qori.yuniar@gmail.com,0807129131,"Jl. Ahmad Dahlan No. 73, Palu, NT 95230"
326,Kiandra,Dabukke,F,64,dabukke412,NeC1ALngv),kiandra.dabukke@yahoo.com,0879081857,"Gang Jend. A. Yani No. 918, Bitung, Kalimantan Selatan 88681"
327,Carla,Mardhiyah,F,55,carla614,)8OOytoTQ1,carla.mardhiyah@hotmail.com,+62 (15) 253 0272,"Jalan Kutisari Selatan No. 61, Palangkaraya, BE 94178"
328,Warsita,Mahendra,M,35,mahendra314,(^E5Yz)LjM,warsita.mahendra@hotmail.com,+62 (0698) 195 2347,"Gg. M.H Thamrin No. 2, Tomohon, Jambi 19336"
329,Kayla,Andriani,F,22,andriani210,ruXz8UrFf+,kayla.andriani@hotmail.com,+62 (496) 778 3635,"Jalan Kendalsari No. 1, Singkawang, Sumatera Selatan 16297"
330,Malika,Maulana,F,32,maulana99,lsA621RJ2(,malika.maulana@hotmail.com,+62-0625-919-9728,"Gang HOS. Cokroaminoto No. 648, Kota Administrasi Jakarta Timur, DI Yogyakarta 13951"
331,Hilda,Namaga,M,43,namaga873,29x7NsjU%A,hilda.namaga@gmail.com,084 361 6263,"Gg. Pacuan Kuda No. 999, Tegal, KU 61919"
332,Putri,Utami,M,43,utami602,G&4I$mBd^z,putri.utami@yahoo.com,+62 (23) 886 0047,"Jl. S. Parman No. 02, Mojokerto, Kalimantan Selatan 57297"
333,Gilda,Hutapea,F,61,hutapea99,8WlOsB@m#z,gilda.hutapea@hotmail.com,+62 (045) 906-6705,"Jl. HOS. Cokroaminoto No. 225, Bandung, BE 22613"
334,Aisyah,Andriani,M,24,andriani889,dx3_2bPy^^,aisyah.andriani@yahoo.com,(0286) 034-1301,"Jalan Stasiun Wonokromo No. 90, Palopo, Jambi 54747"
335,Prayoga,Nainggolan,M,32,prayoga842,^8To%IotEm,prayoga.nainggolan@yahoo.com,+62-031-234-5326,"Jl. Kutisari Selatan No. 603, Tanjungbalai, Sulawesi Tenggara 32126"
336,Siska,Pratama,F,21,siska927,17TcB%lg&j,siska.pratama@yahoo.com,+62-78-375-7358,"Jl. Raya Setiabudhi No. 156, Kupang, SS 47411"
337,Saiful,Gunawan,M,41,gunawan537,J(1YmFlBdV,saiful.gunawan@hotmail.com,(019) 459 2964,"Gang Kutai No. 554, Medan, SG 69782"
338,Siti,Maryati,F,20,siti341,6ore3CmRG^,siti.maryati@hotmail.com,+62-035-472-7693,"Jalan Suniaraja No. 311, Tanjungbalai, NT 42290"
339,Daryani,Ramadan,F,60,ramadan432,#ydA+Y*QY6,daryani.ramadan@yahoo.com,(097) 521-2894,"Jalan Yos Sudarso No. 103, Dumai, DKI Jakarta 25388"
340,Kayun,Wulandari,F,24,wulandari916,B1rC)aOn)5,kayun.wulandari@gmail.com,+62 (08) 451 3045,"Gg. Sukajadi No. 7, Semarang, PA 02669"
341,Vivi,Lestari,M,38,vivi401,Ko1%ZIYj+8,vivi.lestari@yahoo.com,+62 (04) 412-9674,"Gang Merdeka No. 8, Pangkalpinang, Nusa Tenggara Barat 32737"
342,Ophelia,Winarsih,M,57,winarsih507,PT7)&&ca(#,ophelia.winarsih@yahoo.com,(0021) 775-8649,"Gang Rungkut Industri No. 796, Makassar, Jawa Barat 46117"
343,Heryanto,Hasanah,F,43,heryanto409,cu1GRNKan&,heryanto.hasanah@yahoo.com,+62 (0484) 653-6951,"Jalan S. Parman No. 425, Parepare, MU 60079"
344,Karen,Hartati,M,55,hartati892,jwQ2Nhgc^0,karen.hartati@yahoo.com,+62 (88) 955 9706,"Jl. Rumah Sakit No. 5, Solok, LA 96531"
345,Garda,Sitorus,F,49,sitorus862,!Y0HauuT)_,garda.sitorus@yahoo.com,0803436111,"Jalan Monginsidi No. 892, Bontang, Papua Barat 48571"
346,Prayoga,Mandala,M,50,prayoga211,d*&7R3twpV,prayoga.mandala@hotmail.com,+62-030-597-6345,"Gg. Suniaraja No. 209, Malang, AC 05495"
347,Heryanto,Astuti,F,54,astuti867,_9UsCrVdK7,heryanto.astuti@hotmail.com,+62 (036) 135 1376,"Gg. Cempaka No. 7, Tasikmalaya, SG 03831"
348,Balamantri,Jailani,M,31,jailani427,y&R^A2OeiM,balamantri.jailani@gmail.com,0809309207,"Gg. Raya Ujungberung No. 45, Bandar Lampung, Nusa Tenggara Barat 58441"
349,Danang,Winarno,F,45,winarno903,n3Aa3VcI$K,danang.winarno@gmail.com,+62-0112-417-3127,"Gg. Yos Sudarso No. 3, Pekanbaru, Sumatera Barat 91753"
350,Raden,Rahayu,F,19,rahayu77,_wrq6Lz7Lf,raden.rahayu@hotmail.com,(0052) 748 2867,"Jalan Bangka Raya No. 34, Semarang, MU 08082"
351,Warji,Yuliarti,M,65,yuliarti869,4_8N8VOO)a,warji.yuliarti@hotmail.com,080 860 8071,"Jl. PHH. Mustofa No. 049, Magelang, Sulawesi Selatan 69121"
352,Heryanto,Irawan,M,47,heryanto787,E9Hs1ElI^E,heryanto.irawan@yahoo.com,(0550) 483-9434,"Gang Otto Iskandardinata No. 787, Bitung, NT 97844"
353,Marwata,Yuniar,F,27,marwata9,)E74WP9yeW,marwata.yuniar@yahoo.com,+62 (071) 548 9561,"Jalan Joyoboyo No. 544, Pasuruan, KS 78161"
354,Yono,Budiyanto,M,32,budiyanto253,!2MpUJV2$x,yono.budiyanto@yahoo.com,+62 (063) 609-9247,"Jalan Jend. Sudirman No. 725, Kota Administrasi Jakarta Timur, Jawa Tengah 93226"
355,Sadina,Latupono,M,18,latupono67,kFLQ4iLp$1,sadina.latupono@hotmail.com,+62 (035) 472-8702,"Jl. Jakarta No. 1, Lubuklinggau, Papua 74969"
356,Bancar,Ardianto,F,61,ardianto375,6&tFKY2a$V,bancar.ardianto@gmail.com,+62 (082) 895-7982,"Jalan Siliwangi No. 830, Batam, Jawa Barat 23402"
357,Wirda,Sihombing,F,46,sihombing544,)$DHydRgZ2,wirda.sihombing@yahoo.com,(0681) 464-3156,"Gg. KH Amin Jasuta No. 321, Balikpapan, SB 48448"
358,Martana,Farida,M,52,farida997,(6Jpm2E7bs,martana.farida@yahoo.com,+62 (0618) 904-3800,"Jalan HOS. Cokroaminoto No. 517, Sungai Penuh, Jawa Tengah 94094"
359,Cahyanto,Hakim,M,32,hakim637,^H89YewlRt,cahyanto.hakim@hotmail.com,+62-30-234-0529,"Gg. Pacuan Kuda No. 9, Banjarbaru, Gorontalo 99206"
360,Hasta,Latupono,F,36,latupono112,1z1MYZnj(!,hasta.latupono@yahoo.com,+62 (75) 654-0373,"Gang Pelajar Pejuang No. 350, Banjarmasin, Kepulauan Riau 31768"
361,Kayla,Wijayanti,F,18,kayla921,qo4Jxh&_0%,kayla.wijayanti@gmail.com,+62-0568-211-4177,"Gang Sadang Serang No. 7, Pekalongan, MU 40402"
362,Purwa,Fujiati,F,53,fujiati781,i8h30Mb(&q,purwa.fujiati@gmail.com,+62-869-563-3267,"Jl. Ciumbuleuit No. 0, Surabaya, Papua 95523"
363,Salsabila,Nugroho,F,47,nugroho176,F)I*4Ptz!r,salsabila.nugroho@gmail.com,(049) 618 2265,"Gg. Otto Iskandardinata No. 69, Pangkalpinang, NT 21285"
364,Kamidin,Namaga,F,60,kamidin425,+$Vh$8bbj7,kamidin.namaga@yahoo.com,0860352533,"Jalan Ronggowarsito No. 22, Tangerang, PB 14346"
365,Capa,Zulkarnain,F,39,zulkarnain157,TE7QC^AtR!,capa.zulkarnain@gmail.com,080 497 8482,"Jl. Setiabudhi No. 307, Serang, Kalimantan Utara 89466"
366,Cahya,Mangunsong,M,18,cahya872,%9KnK@cmbh,cahya.mangunsong@hotmail.com,+62 (90) 838-3818,"Jalan Rajawali Timur No. 766, Kupang, Papua 86183"
367,Gandi,Iswahyudi,M,62,gandi150,wtc1FT@d^0,gandi.iswahyudi@hotmail.com,+62 (031) 300 5763,"Gg. R.E Martadinata No. 956, Makassar, KU 11893"
368,Kasusra,Latupono,F,20,latupono707,^Z!AMCJw#0,kasusra.latupono@yahoo.com,+62 (000) 982-1403,"Jl. Ciwastra No. 245, Cirebon, Bali 16843"
369,Okto,Hutapea,M,57,okto628,wI7jJZHw#!,okto.hutapea@hotmail.com,(0274) 524-9523,"Jl. Ahmad Yani No. 2, Purwokerto, Jawa Barat 66044"
370,Dadap,Wahyuni,F,54,wahyuni919,eDJ4#6Pm#1,dadap.wahyuni@hotmail.com,+62 (04) 805-1118,"Gang Cikapayang No. 886, Tebingtinggi, Riau 19114"
371,Zulfa,Haryanto,M,49,haryanto308,yk)TRppG&1,zulfa.haryanto@yahoo.com,+62 (040) 088-8433,"Gang Kendalsari No. 3, Pontianak, SN 55910"
372,Kalim,Manullang,F,48,kalim599,*$jM^anKf6,kalim.manullang@yahoo.com,(0701) 438 6680,"Gang Moch. Ramdan No. 252, Cirebon, SU 20349"
373,Pranata,Anggriawan,M,37,pranata678,2Hm262re@S,pranata.anggriawan@hotmail.com,(0640) 831-1430,"Jl. Bangka Raya No. 711, Bontang, NT 28187"
374,Ajiman,Wijayanti,M,45,wijayanti501,%Jmz3&GdTI,ajiman.wijayanti@yahoo.com,(0529) 814-0766,"Jalan Ahmad Dahlan No. 6, Kota Administrasi Jakarta Selatan, Kalimantan Selatan 05205"
375,Emas,Rajasa,F,60,emas469,37^6B!Cj!^,emas.rajasa@hotmail.com,(0854) 230-5988,"Gang Gegerkalong Hilir No. 6, Palangkaraya, Aceh 83184"
376,Harjasa,Megantara,M,56,harjasa267,e4lUxH@3@Q,harjasa.megantara@hotmail.com,0879146334,"Jalan K.H. Wahid Hasyim No. 7, Ternate, Banten 14297"
377,Pia,Aryani,M,59,pia767,)1YvjhDGlw,pia.aryani@gmail.com,087 809 4764,"Gang Kutisari Selatan No. 43, Bandung, Sulawesi Utara 27280"
378,Uchita,Novitasari,F,23,novitasari907,3$(xwXFP&u,uchita.novitasari@yahoo.com,(012) 508-5509,"Jalan Jamika No. 9, Parepare, KI 73289"
379,Rika,Thamrin,F,35,rika242,U7JEwWH^*8,rika.thamrin@hotmail.com,+62 (053) 813 9328,"Gg. Soekarno Hatta No. 2, Probolinggo, Sulawesi Selatan 59168"
380,Hesti,Puspita,M,51,hesti515,Zd2+GZ*ng!,hesti.puspita@gmail.com,0846470309,"Gg. Ahmad Dahlan No. 7, Langsa, DKI Jakarta 78737"
381,Jaiman,Wulandari,M,52,jaiman330,z11Bf*Vt!#,jaiman.wulandari@hotmail.com,(0609) 443 7100,"Gang Cikutra Barat No. 60, Palu, AC 45273"
382,Kairav,Nasyiah,F,22,kairav939,K(6PHKsT@H,kairav.nasyiah@hotmail.com,0891378212,"Jl. Merdeka No. 28, Payakumbuh, ST 50450"
383,Darman,Ardianto,F,41,ardianto586,(1Z6*73sAY,darman.ardianto@hotmail.com,+62 (34) 916-7393,"Jl. Setiabudhi No. 08, Tangerang, NB 70985"
384,Martana,Mulyani,M,42,martana40,*#gB6WLg3#,martana.mulyani@yahoo.com,(020) 340-9944,"Gang Siliwangi No. 32, Sungai Penuh, Maluku Utara 09046"
385,Maman,Sihombing,M,61,maman507,_9XLkgp_o@,maman.sihombing@hotmail.com,+62 (49) 326-4298,"Gang Pasteur No. 792, Denpasar, DI Yogyakarta 24086"
386,Septi,Usamah,M,23,septi756,1#$G1BzvQ0,septi.usamah@yahoo.com,(009) 054-5637,"Gang Laswi No. 2, Bitung, Sulawesi Tenggara 36793"
387,Hendra,Siregar,M,40,hendra11,o86DrHp4(E,hendra.siregar@yahoo.com,+62 (057) 808 9576,"Jalan Kapten Muslihat No. 049, Cilegon, KB 26458"
388,Kartika,Wijaya,M,18,kartika755,*)2BlmS0d^,kartika.wijaya@hotmail.com,(0103) 483-7074,"Gang Kutisari Selatan No. 45, Payakumbuh, Lampung 48694"
389,Nilam,Yuliarti,M,42,yuliarti770,*g3WB8QuW2,nilam.yuliarti@gmail.com,0858418660,"Gang Jend. A. Yani No. 94, Pariaman, SS 76442"
390,Icha,Napitupulu,F,49,napitupulu473,m)kmwEzG_4,icha.napitupulu@hotmail.com,+62 (096) 633 9412,"Gang Gegerkalong Hilir No. 17, Kota Administrasi Jakarta Timur, Kepulauan Bangka Belitung 42663"
391,Leo,Safitri,F,19,safitri119,1n(8(DokG$,leo.safitri@gmail.com,+62 (045) 023-2581,"Gg. Tubagus Ismail No. 3, Medan, Kepulauan Bangka Belitung 19470"
392,Cawuk,Aryani,M,21,aryani500,7y2gcYdr+z,cawuk.aryani@gmail.com,+62-844-241-9233,"Jl. Lembong No. 1, Langsa, PB 01371"
393,Cager,Sudiati,M,24,cager736,@1NGJnU%Po,cager.sudiati@hotmail.com,+62 (175) 224-1085,"Jalan Abdul Muis No. 3, Tarakan, Lampung 06613"
394,Luwes,Natsir,F,49,natsir109,!EQMiy0^U3,luwes.natsir@hotmail.com,+62 (81) 874-2042,"Jl. Abdul Muis No. 45, Kota Administrasi Jakarta Barat, JI 56151"
395,Purwanto,Utami,F,25,purwanto386,J&V1S#wpu),purwanto.utami@hotmail.com,+62 (41) 409 6767,"Gg. Kendalsari No. 2, Surabaya, Sulawesi Tengah 01887"
396,Diana,Wulandari,M,55,diana101,#)OAp1Kud4,diana.wulandari@hotmail.com,+62 (089) 268-1867,"Gg. Siliwangi No. 989, Samarinda, Riau 31514"
397,Hamzah,Wibowo,F,54,wibowo837,)$&Wo6Nma0,hamzah.wibowo@yahoo.com,+62-920-857-5603,"Gg. Pasteur No. 18, Kediri, Kalimantan Timur 96721"
398,Martaka,Wacana,M,65,wacana242,)&8MDCw@S^,martaka.wacana@yahoo.com,+62-35-459-0032,"Gang S. Parman No. 145, Tebingtinggi, Sulawesi Tengah 90567"
399,Zaenab,Halimah,F,60,halimah271,q4o5MN1fa*,zaenab.halimah@hotmail.com,+62 (043) 193-1729,"Gg. M.H Thamrin No. 6, Purwokerto, Jambi 30371"
400,Calista,Nainggolan,F,33,nainggolan440,&5Nf$X4a7r,calista.nainggolan@yahoo.com,0869795249,"Jl. Kutai No. 78, Subulussalam, Kepulauan Bangka Belitung 38953"
401,Kadir,Sinaga,F,63,sinaga546,ZpTt7atd+8,kadir.sinaga@yahoo.com,(054) 641 8044,"Jalan Pasir Koja No. 567, Banjar, Kepulauan Bangka Belitung 07404"
402,Irsad,Nainggolan,F,39,nainggolan396,(8GaFS*^Od,irsad.nainggolan@gmail.com,(023) 052-0106,"Jl. Ciumbuleuit No. 5, Bukittinggi, JI 34305"
403,Prabowo,Novitasari,M,27,novitasari922,(1OE$rhORJ,prabowo.novitasari@hotmail.com,+62 (088) 983 3694,"Jl. Peta No. 45, Kota Administrasi Jakarta Selatan, SS 07849"
404,Lega,Budiyanto,F,59,lega917,H!R4NCwi)4,lega.budiyanto@yahoo.com,(0482) 541-6840,"Jalan Merdeka No. 3, Tasikmalaya, ST 99521"
405,Salman,Yuliarti,M,23,yuliarti857,#CP@^sfp^1,salman.yuliarti@gmail.com,+62 (280) 527-0302,"Gang Erlangga No. 88, Jambi, KB 29015"
406,Gantar,Budiman,M,58,gantar127,(ef6cKs^jJ,gantar.budiman@gmail.com,0856910584,"Gg. Waringin No. 387, Probolinggo, KR 69864"
407,Purwa,Wacana,M,40,wacana191,%#_QSduV#2,purwa.wacana@gmail.com,+62 (037) 081-4036,"Jl. Joyoboyo No. 28, Banjarbaru, Bengkulu 29518"
408,Marwata,Jailani,M,27,jailani425,%Y#7jH7bk^,marwata.jailani@gmail.com,+62 (90) 379 0188,"Jl. Surapati No. 0, Denpasar, YO 99897"
409,Rusman,Novitasari,M,30,novitasari423,H)I9AuHOKW,rusman.novitasari@hotmail.com,(009) 077 7751,"Jalan Ronggowarsito No. 9, Sabang, Papua 97248"
410,Kayla,Maheswara,M,18,maheswara24,!rV8_Xctti,kayla.maheswara@gmail.com,+62 (015) 936-1937,"Jl. Kapten Muslihat No. 8, Meulaboh, DI Yogyakarta 16252"
411,Digdaya,Simbolon,M,57,simbolon779,YEHq$52mO%,digdaya.simbolon@gmail.com,084 540 8347,"Gg. HOS. Cokroaminoto No. 6, Kota Administrasi Jakarta Pusat, Nusa Tenggara Barat 30949"
412,Danang,Gunawan,F,26,gunawan377,$HURw&Id#8,danang.gunawan@gmail.com,+62 (0422) 005 1626,"Jl. Abdul Muis No. 79, Makassar, BA 93014"
413,Hendra,Nashiruddin,M,26,hendra413,vTLxXjRD%8,hendra.nashiruddin@yahoo.com,+62 (068) 497-3419,"Gang K.H. Wahid Hasyim No. 045, Sawahlunto, Sulawesi Utara 71604"
414,Argono,Pradipta,F,56,pradipta116,k$7Q4QcjhS,argono.pradipta@gmail.com,+62 (231) 963-4185,"Gang Dipenogoro No. 6, Subulussalam, Jawa Tengah 35117"
415,Gamanto,Sitompul,M,30,sitompul28,W4vCXUeL&q,gamanto.sitompul@yahoo.com,0803880517,"Jl. Stasiun Wonokromo No. 95, Kota Administrasi Jakarta Barat, BE 76578"
416,Umar,Hariyah,F,58,hariyah91,1s2T#lHq@c,umar.hariyah@gmail.com,+62 (074) 422-9116,"Gang Antapani Lama No. 239, Cirebon, Sumatera Utara 87788"
417,Ade,Hastuti,M,28,ade701,_L8wJjCu(+,ade.hastuti@hotmail.com,+62-28-721-8969,"Gang Joyoboyo No. 788, Bima, Kepulauan Riau 68045"
418,Karma,Mayasari,F,34,mayasari426,6C$6%5Dtv0,karma.mayasari@gmail.com,+62 (014) 012 0443,"Jl. Tebet Barat Dalam No. 5, Serang, Sulawesi Tenggara 39237"
419,Najib,Nugroho,F,37,najib224,dPc@i8Hi97,najib.nugroho@gmail.com,(0356) 753 4782,"Jl. Rajawali Barat No. 9, Bogor, Sulawesi Selatan 41739"
420,Paramita,Sihombing,M,49,sihombing689,O1K@q4Wvg!,paramita.sihombing@gmail.com,+62-43-158-0585,"Jl. Jend. Sudirman No. 946, Prabumulih, Kalimantan Timur 27928"
421,Hasta,Kusmawati,F,57,hasta803,U37UUcC!%2,hasta.kusmawati@hotmail.com,(042) 495 8014,"Gang Pasteur No. 339, Kotamobagu, AC 08728"
422,Patricia,Tamba,M,54,tamba956,1NwJXaMq(+,patricia.tamba@hotmail.com,+62 (0367) 156 4202,"Jalan Gegerkalong Hilir No. 97, Kota Administrasi Jakarta Pusat, Kalimantan Tengah 20608"
423,Eka,Irawan,M,51,irawan381,^*7MkRphA7,eka.irawan@hotmail.com,+62-339-778-4720,"Gg. Cihampelas No. 5, Kediri, KT 85187"
424,Dariati,Rajata,F,34,rajata134,but(_7Mbj5,dariati.rajata@hotmail.com,(051) 242 9324,"Jl. Jayawijaya No. 0, Manado, KI 46846"
425,Juli,Usada,M,57,usada75,_gLrX0had0,juli.usada@hotmail.com,+62 (979) 001 7319,"Jalan Abdul Muis No. 97, Pematangsiantar, Sumatera Utara 27987"
426,Raina,Maheswara,F,47,maheswara625,^Pm9LGqiB(,raina.maheswara@hotmail.com,+62 (441) 641-1514,"Jl. Cikutra Timur No. 74, Pagaralam, Riau 47066"
427,Bakiman,Sitompul,F,27,bakiman416,(92RKm%aZc,bakiman.sitompul@hotmail.com,0880944706,"Gang Suniaraja No. 37, Samarinda, Sulawesi Utara 36225"
428,Taswir,Suwarno,F,38,taswir490,&GQjSIw42O,taswir.suwarno@gmail.com,+62-975-110-2271,"Jl. Jend. A. Yani No. 088, Jambi, Bali 67462"
429,Olga,Yolanda,F,58,yolanda215,_C@O&gi*5M,olga.yolanda@yahoo.com,+62 (01) 675 0923,"Gang Ciumbuleuit No. 716, Kota Administrasi Jakarta Timur, SN 12288"
430,Alambana,Irawan,F,22,irawan846,9_Ma7XqPN4,alambana.irawan@yahoo.com,(0214) 095-6114,"Jalan Cikutra Barat No. 3, Makassar, SU 14435"
431,Estiono,Mansur,F,47,mansur352,n*c5gL*lc2,estiono.mansur@hotmail.com,+62 (0761) 244-9428,"Jl. Abdul Muis No. 87, Mojokerto, SN 54516"
432,Tugiman,Lestari,M,63,tugiman387,G(7Za6nd3^,tugiman.lestari@yahoo.com,+62 (050) 524-3516,"Jl. Tebet Barat Dalam No. 4, Kendari, Sulawesi Barat 08581"
433,Lala,Nurdiyanti,F,60,nurdiyanti143,a3#sTdcT$D,lala.nurdiyanti@yahoo.com,+62-940-246-2883,"Jalan Ahmad Yani No. 7, Tomohon, Papua 73849"
434,Dariati,Megantara,F,58,dariati948,P_4Ru!+u^&,dariati.megantara@yahoo.com,+62 (402) 345 0774,"Gang Ir. H. Djuanda No. 18, Samarinda, NT 51489"
435,Pia,Santoso,M,26,santoso291,%TF4TLGzo),pia.santoso@yahoo.com,+62 (0608) 054 7674,"Jalan Sentot Alibasa No. 376, Lubuklinggau, Papua 47454"
436,Gara,Melani,F,52,gara278,w7DT^0eH^U,gara.melani@gmail.com,+62-594-221-4002,"Jl. Raya Setiabudhi No. 22, Sibolga, Kalimantan Utara 14813"
437,Wage,Hariyah,F,36,hariyah62,+!P_O6pq90,wage.hariyah@hotmail.com,(098) 268 6696,"Jl. Laswi No. 805, Bandung, AC 42128"
438,Ibun,Winarsih,M,27,winarsih994,&G3PPL!hdT,ibun.winarsih@hotmail.com,+62 (0795) 640 0760,"Jl. Tebet Barat Dalam No. 8, Pariaman, KR 10852"
439,Yani,Agustina,M,38,yani406,R5V9&mUw^4,yani.agustina@yahoo.com,+62 (0454) 372 1486,"Jl. Cempaka No. 80, Medan, JA 83568"
440,Rina,Tampubolon,F,63,rina28,@8ZXwq0r!u,rina.tampubolon@yahoo.com,+62-0553-884-1397,"Gang Jamika No. 4, Kota Administrasi Jakarta Timur, SU 85539"
441,Baktiadi,Wijayanti,F,28,baktiadi789,O93ReWklQ_,baktiadi.wijayanti@yahoo.com,+62 (08) 563-6078,"Gg. Kutai No. 2, Bontang, Aceh 25100"
442,Akarsana,Lailasari,F,49,lailasari396,1G@$LgEm%P,akarsana.lailasari@hotmail.com,+62-020-131-9658,"Gang Antapani Lama No. 90, Singkawang, KB 42997"
443,Purwa,Hassanah,M,29,purwa447,#Bn6V3yVA5,purwa.hassanah@gmail.com,+62-94-771-5287,"Gang Dipatiukur No. 9, Subulussalam, BA 16137"
444,Wira,Thamrin,M,39,wira655,Q+2YHHYf+8,wira.thamrin@hotmail.com,0842227085,"Gang Kapten Muslihat No. 2, Batam, Papua Barat 05465"
445,Pangeran,Hastuti,F,22,pangeran590,J_56JCkC@O,pangeran.hastuti@hotmail.com,+62 (0557) 728 8632,"Gg. Cihampelas No. 97, Yogyakarta, JA 12877"
446,Cindy,Hidayanto,F,55,cindy946,*4Q+zNo!z(,cindy.hidayanto@hotmail.com,+62 (007) 920 9715,"Jl. Soekarno Hatta No. 7, Batam, DKI Jakarta 41546"
